,artist,current_rank,is_new,last_pos,peak_pos,title,week,weeks_on_chart
33122,Lil' Jon & The East Side Boyz Featuring Jazze Pha,48,0,36,32,Shawty Freak A Lil' Sumtin',6/13/1998,8
33123,The Lox,49,0,0,9,If You Think I'm Jiggy,6/13/1998,17
33124,Southsyde Conn X Shun Featuring L.A. Sno & Stylz,50,0,43,43,Raize Da Roof - Push It Up (Call It What U Want),6/13/1998,3
33125,The Lox [Featuring DMX & Lil' Kim],1,0,2,1,"Money, Power & Respect",6/6/1998,10
33126,Luke Featuring No Good But So Good,2,0,3,2,Raise The Roof,6/6/1998,11
33127,Busta Rhymes,3,0,1,1,Turn It Up [Remix]/Fire It Up,6/6/1998,6
33128,Master P Featuring Sons Of Funk,4,0,5,4,I Got The Hook Up!,6/6/1998,9
33129,Canibus,5,0,6,3,Second Round K.O.,6/6/1998,10
33130,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,6,0,4,2,Victory,6/6/1998,12
33131,John Forte,7,1,0,7,Ninety Nine [Flash The Message],6/6/1998,1
33132,Beenie Man,8,0,8,8,Who Am I,6/6/1998,13
33133,DMX Featuring Sheek Of The Lox,9,0,7,6,Get At Me Dog,6/6/1998,16
33134,Lord Tariq & Peter Gunz,10,0,9,1,Deja Vu [Uptown Baby],6/6/1998,24
33135,Sylk-E. Fyne Featuring Chill,11,0,10,1,Romeo And Juliet,6/6/1998,17
33136,Wyclef Jean,12,0,11,2,Gone Till November,6/6/1998,19
33137,Timbaland & Magoo,13,0,13,8,Clock Strikes,6/6/1998,7
33138,2Pac Featuring Eric Williams,14,0,15,2,Do For Love,6/6/1998,12
33139,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",15,0,12,6,Make Em' Say Uhh!,6/6/1998,20
33140,Mase Featuring Total,16,0,16,3,What You Want,6/6/1998,20
33141,Salt-N-Pepa,17,0,14,9,Gitty Up,6/6/1998,11
33142,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),18,0,17,17,2 Live Party,6/6/1998,10
33143,JD Featuring Da Brat,19,0,18,6,The Party Continues,6/6/1998,16
33144,B.L.H.U.N.T.,20,0,20,20,Choke,6/6/1998,5
33145,Do Or Die Featuring Johnny P & Twista,21,0,22,16,Still Po' Pimpin',6/6/1998,11
33146,Mr. Money Loc Featuring Above The Law,22,0,19,19,Throw Yo Hood Up,6/6/1998,11
33147,Jay-Z Featuring BLACKstreet,23,0,24,14,A Million And One Questions/The City Is Mine,6/6/1998,18
33148,LL Cool J,24,0,26,1,Father,6/6/1998,20
33149,Rufus Blaq,25,0,21,18,Out Of Sight (YO),6/6/1998,8
33150,Cardan (Featuring Jermaine Dupri),26,0,23,21,Jam On It,6/6/1998,8
33151,P.A. (Parental Advisory),27,1,0,27,Like We Do,6/6/1998,1
33152,Raheem,28,0,34,28,The Most Beautiful Girl,6/6/1998,7
33153,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",29,0,28,12,Just Be Straight With Me,6/6/1998,13
33154,WC From Westside Connection,30,0,31,3,Just Clownin',6/6/1998,26
33155,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),31,0,29,1,Been Around The World/IIt's All About The Benjamins,6/6/1998,27
33156,Darq Age,32,0,25,23,Come & Get It,6/6/1998,6
33157,Lil' Keke,33,0,30,30,Southside,6/6/1998,7
33158,Hi-Town DJs,34,0,41,34,Ding-A-Ling,6/6/1998,5
33159,MC Ren,35,0,35,34,Ruthless For Life,6/6/1998,4
33160,Lil' Jon & The East Side Boyz Featuring Jazze Pha,36,0,38,32,Shawty Freak A Lil' Sumtin',6/6/1998,7
33161,Noreaga,37,0,32,32,N.O.R.E.,6/6/1998,2
33162,Militia,38,0,36,4,Burn,6/6/1998,23
33163,Will Smith,39,0,40,1,Gettin' Jiggy Wit It,6/6/1998,16
33164,Cosmic Slop Shop,40,0,37,37,Sinful,6/6/1998,2
33165,DJ Nasty Knock,41,0,44,31,Doo Doo Brown,6/6/1998,14
33166,Busta Rhymes,42,0,33,1,Dangerous,6/6/1998,22
33167,Southsyde Conn X Shun Featuring L.A. Sno & Stylz,43,0,46,43,Raize Da Roof - Push It Up (Call It What U Want),6/6/1998,2
33168,Nadanuf,44,0,39,21,6 A.M. (We Be Rollin'),6/6/1998,15
33169,Big Punisher,45,0,27,3,I'm Not A Player,6/6/1998,32
33170,"DJ Smurf Featuring DJ Taz, DJ Kizzy Rock And June Dog",46,1,0,46,Girls,6/6/1998,1
33171,Mack 10,47,0,50,5,Backyard Boogie,6/6/1998,39
33172,Queen Pen Featuring Eric Williams,48,0,0,11,All My Love,6/6/1998,11
33173,Born Jamericans,49,0,0,19,Send My Love/Send One Your Love,6/6/1998,16
33174,KompoZur,50,0,0,29,Take Your Time,6/6/1998,7
33175,Busta Rhymes,1,0,1,1,Turn It Up [Remix]/Fire It Up,5/30/1998,5
33176,The Lox [Featuring DMX & Lil' Kim],2,0,2,2,"Money, Power & Respect",5/30/1998,9
33177,Luke Featuring No Good But So Good,3,0,5,3,Raise The Roof,5/30/1998,10
33178,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,4,0,3,2,Victory,5/30/1998,11
33179,Master P Featuring Sons Of Funk,5,0,7,5,I Got The Hook Up!,5/30/1998,8
33180,Canibus,6,0,4,3,Second Round K.O.,5/30/1998,9
33181,DMX Featuring Sheek Of The Lox,7,0,6,6,Get At Me Dog,5/30/1998,15
33182,Beenie Man,8,0,9,8,Who Am I,5/30/1998,12
33183,Lord Tariq & Peter Gunz,9,0,10,1,Deja Vu [Uptown Baby],5/30/1998,23
33184,Sylk-E. Fyne Featuring Chill,10,0,8,1,Romeo And Juliet,5/30/1998,16
33185,Wyclef Jean,11,0,12,2,Gone Till November,5/30/1998,18
33186,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",12,0,16,6,Make Em' Say Uhh!,5/30/1998,19
33187,Timbaland & Magoo,13,0,11,8,Clock Strikes,5/30/1998,6
33188,Salt-N-Pepa,14,0,13,9,Gitty Up,5/30/1998,10
33189,2Pac Featuring Eric Williams,15,0,14,2,Do For Love,5/30/1998,11
33190,Mase Featuring Total,16,0,15,3,What You Want,5/30/1998,19
33191,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),17,0,40,17,2 Live Party,5/30/1998,9
33192,JD Featuring Da Brat,18,0,17,6,The Party Continues,5/30/1998,15
33193,Mr. Money Loc Featuring Above The Law,19,0,19,19,Throw Yo Hood Up,5/30/1998,10
33194,B.L.H.U.N.T.,20,0,24,20,Choke,5/30/1998,4
33195,Rufus Blaq,21,0,18,18,Out Of Sight (YO),5/30/1998,7
33196,Do Or Die Featuring Johnny P & Twista,22,0,20,16,Still Po' Pimpin',5/30/1998,10
33197,Cardan (Featuring Jermaine Dupri),23,0,21,21,Jam On It,5/30/1998,7
33198,Jay-Z Featuring BLACKstreet,24,0,25,14,A Million And One Questions/The City Is Mine,5/30/1998,17
33199,Darq Age,25,0,28,23,Come & Get It,5/30/1998,5
33200,LL Cool J,26,0,26,1,Father,5/30/1998,19
33201,Big Punisher,27,0,35,3,I'm Not A Player,5/30/1998,31
33202,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",28,0,22,12,Just Be Straight With Me,5/30/1998,12
33203,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),29,0,32,1,Been Around The World/IIt's All About The Benjamins,5/30/1998,26
33204,Lil' Keke,30,0,30,30,Southside,5/30/1998,6
33205,WC From Westside Connection,31,0,27,3,Just Clownin',5/30/1998,25
33206,Noreaga,32,1,0,32,N.O.R.E.,5/30/1998,1
33207,Busta Rhymes,33,0,36,1,Dangerous,5/30/1998,21
33208,Raheem,34,0,33,31,The Most Beautiful Girl,5/30/1998,6
33209,MC Ren,35,0,34,34,Ruthless For Life,5/30/1998,3
33210,Militia,36,0,23,4,Burn,5/30/1998,22
33211,Cosmic Slop Shop,37,1,0,37,Sinful,5/30/1998,1
33212,Lil' Jon & The East Side Boyz Featuring Jazze Pha,38,0,37,32,Shawty Freak A Lil' Sumtin',5/30/1998,6
33213,Nadanuf,39,0,38,21,6 A.M. (We Be Rollin'),5/30/1998,14
33214,Will Smith,40,0,31,1,Gettin' Jiggy Wit It,5/30/1998,15
33215,Hi-Town DJs,41,0,39,39,Ding-A-Ling,5/30/1998,4
33216,Mr. Money Loc,42,0,44,10,Imma Rolla,5/30/1998,32
33217,Mic Geronimo Featuring DMX & Black Rob,43,0,46,11,Nothin' Move But The Money,5/30/1998,16
33218,DJ Nasty Knock,44,0,48,31,Doo Doo Brown,5/30/1998,13
33219,The Lox,45,0,0,9,If You Think I'm Jiggy,5/30/1998,16
33220,Southsyde Conn X Shun Featuring L.A. Sno & Stylz,46,1,0,46,Raize Da Roof - Push It Up (Call It What U Want),5/30/1998,1
33221,Ghetto Mafia,47,0,45,30,I Can Feel It,5/30/1998,10
33222,D'Meka,48,0,41,29,A Real Lady (Sometimes I'm A B!tch),5/30/1998,10
33223,K.P. & Envyi,49,0,43,3,Swing My Way,5/30/1998,24
33224,Mack 10,50,0,49,5,Backyard Boogie,5/30/1998,38
33225,Busta Rhymes,1,0,1,1,Turn It Up [Remix]/Fire It Up,5/23/1998,4
33226,The Lox [Featuring DMX & Lil' Kim],2,0,2,2,"Money, Power & Respect",5/23/1998,8
33227,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,3,0,3,2,Victory,5/23/1998,10
33228,Canibus,4,0,5,3,Second Round K.O.,5/23/1998,8
33229,Luke Featuring No Good But So Good,5,0,6,5,Raise The Roof,5/23/1998,9
33230,DMX Featuring Sheek Of The Lox,6,0,7,6,Get At Me Dog,5/23/1998,14
33231,Master P Featuring Sons Of Funk,7,0,8,7,I Got The Hook Up!,5/23/1998,7
33232,Sylk-E. Fyne Featuring Chill,8,0,4,1,Romeo And Juliet,5/23/1998,15
33233,Beenie Man,9,0,10,9,Who Am I,5/23/1998,11
33234,Lord Tariq & Peter Gunz,10,0,9,1,Deja Vu [Uptown Baby],5/23/1998,22
33235,Timbaland & Magoo,11,0,12,8,Clock Strikes,5/23/1998,5
33236,Wyclef Jean,12,0,14,2,Gone Till November,5/23/1998,17
33237,Salt-N-Pepa,13,0,13,9,Gitty Up,5/23/1998,9
33238,2Pac Featuring Eric Williams,14,0,11,2,Do For Love,5/23/1998,10
33239,Mase Featuring Total,15,0,15,3,What You Want,5/23/1998,18
33240,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",16,0,16,6,Make Em' Say Uhh!,5/23/1998,18
33241,JD Featuring Da Brat,17,0,17,6,The Party Continues,5/23/1998,14
33242,Rufus Blaq,18,0,18,18,Out Of Sight (YO),5/23/1998,6
33243,Mr. Money Loc Featuring Above The Law,19,0,20,19,Throw Yo Hood Up,5/23/1998,9
33244,Do Or Die Featuring Johnny P & Twista,20,0,19,16,Still Po' Pimpin',5/23/1998,9
33245,Cardan (Featuring Jermaine Dupri),21,0,25,21,Jam On It,5/23/1998,6
33246,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",22,0,21,12,Just Be Straight With Me,5/23/1998,11
33247,Militia,23,0,24,4,Burn,5/23/1998,21
33248,B.L.H.U.N.T.,24,0,27,24,Choke,5/23/1998,3
33249,Jay-Z Featuring BLACKstreet,25,0,28,14,A Million And One Questions/The City Is Mine,5/23/1998,16
33250,LL Cool J,26,0,22,1,Father,5/23/1998,18
33251,WC From Westside Connection,27,0,30,3,Just Clownin',5/23/1998,24
33252,Darq Age,28,0,23,23,Come & Get It,5/23/1998,4
33253,KompoZur,29,0,33,29,Take Your Time,5/23/1998,6
33254,Lil' Keke,30,0,36,30,Southside,5/23/1998,5
33255,Will Smith,31,0,31,1,Gettin' Jiggy Wit It,5/23/1998,14
33256,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),32,0,32,1,Been Around The World/IIt's All About The Benjamins,5/23/1998,25
33257,Raheem,33,0,39,31,The Most Beautiful Girl,5/23/1998,5
33258,MC Ren,34,0,42,34,Ruthless For Life,5/23/1998,2
33259,Big Punisher,35,0,26,3,I'm Not A Player,5/23/1998,30
33260,Busta Rhymes,36,0,29,1,Dangerous,5/23/1998,20
33261,Lil' Jon & The East Side Boyz Featuring Jazze Pha,37,0,34,32,Shawty Freak A Lil' Sumtin',5/23/1998,5
33262,Nadanuf,38,0,44,21,6 A.M. (We Be Rollin'),5/23/1998,13
33263,Hi-Town DJs,39,0,47,39,Ding-A-Ling,5/23/1998,3
33264,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),40,0,48,37,2 Live Party,5/23/1998,8
33265,D'Meka,41,0,43,29,A Real Lady (Sometimes I'm A B!tch),5/23/1998,9
33266,Mike City,42,0,35,35,Body,5/23/1998,5
33267,K.P. & Envyi,43,0,45,3,Swing My Way,5/23/1998,23
33268,Mr. Money Loc,44,0,41,10,Imma Rolla,5/23/1998,31
33269,Ghetto Mafia,45,0,38,30,I Can Feel It,5/23/1998,9
33270,Mic Geronimo Featuring DMX & Black Rob,46,0,46,11,Nothin' Move But The Money,5/23/1998,15
33271,M.A.D. Kutz,47,0,0,38,Shake Dat,5/23/1998,3
33272,DJ Nasty Knock,48,0,40,31,Doo Doo Brown,5/23/1998,12
33273,Mack 10,49,0,0,5,Backyard Boogie,5/23/1998,37
33274,McGruff,50,0,0,31,Before We Start,5/23/1998,6
33275,Busta Rhymes,1,0,1,1,Turn It Up [Remix]/Fire It Up,5/16/1998,3
33276,The Lox [Featuring DMX & Lil' Kim],2,0,2,2,"Money, Power & Respect",5/16/1998,7
33277,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,3,0,3,2,Victory,5/16/1998,9
33278,Sylk-E. Fyne Featuring Chill,4,0,5,1,Romeo And Juliet,5/16/1998,14
33279,Canibus,5,0,4,3,Second Round K.O.,5/16/1998,7
33280,Luke Featuring No Good But So Good,6,0,7,6,Raise The Roof,5/16/1998,8
33281,DMX Featuring Sheek Of The Lox,7,0,6,6,Get At Me Dog,5/16/1998,13
33282,Master P Featuring Sons Of Funk,8,0,8,8,I Got The Hook Up!,5/16/1998,6
33283,Lord Tariq & Peter Gunz,9,0,9,1,Deja Vu [Uptown Baby],5/16/1998,21
33284,Beenie Man,10,0,13,10,Who Am I,5/16/1998,10
33285,2Pac Featuring Eric Williams,11,0,12,2,Do For Love,5/16/1998,9
33286,Timbaland & Magoo,12,0,10,8,Clock Strikes,5/16/1998,4
33287,Salt-N-Pepa,13,0,14,9,Gitty Up,5/16/1998,8
33288,Wyclef Jean,14,0,11,2,Gone Till November,5/16/1998,16
33289,Mase Featuring Total,15,0,15,3,What You Want,5/16/1998,17
33290,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",16,0,16,6,Make Em' Say Uhh!,5/16/1998,17
33291,JD Featuring Da Brat,17,0,17,6,The Party Continues,5/16/1998,13
33292,Rufus Blaq,18,0,19,18,Out Of Sight (YO),5/16/1998,5
33293,Do Or Die Featuring Johnny P & Twista,19,0,18,16,Still Po' Pimpin',5/16/1998,8
33294,Mr. Money Loc Featuring Above The Law,20,0,21,20,Throw Yo Hood Up,5/16/1998,8
33295,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",21,0,20,12,Just Be Straight With Me,5/16/1998,10
33296,LL Cool J,22,0,24,1,Father,5/16/1998,17
33297,Darq Age,23,0,33,23,Come & Get It,5/16/1998,3
33298,Militia,24,0,23,4,Burn,5/16/1998,20
33299,Cardan (Featuring Jermaine Dupri),25,0,27,25,Jam On It,5/16/1998,5
33300,Big Punisher,26,0,22,3,I'm Not A Player,5/16/1998,29
33301,B.L.H.U.N.T.,27,0,31,27,Choke,5/16/1998,2
33302,Jay-Z Featuring BLACKstreet,28,0,26,14,A Million And One Questions/The City Is Mine,5/16/1998,15
33303,Busta Rhymes,29,0,37,1,Dangerous,5/16/1998,19
33304,WC From Westside Connection,30,0,25,3,Just Clownin',5/16/1998,23
33305,Will Smith,31,0,29,1,Gettin' Jiggy Wit It,5/16/1998,13
33306,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),32,0,30,1,Been Around The World/IIt's All About The Benjamins,5/16/1998,24
33307,KompoZur,33,0,35,33,Take Your Time,5/16/1998,5
33308,Lil' Jon & The East Side Boyz Featuring Jazze Pha,34,0,34,32,Shawty Freak A Lil' Sumtin',5/16/1998,4
33309,Mike City,35,0,43,35,Body,5/16/1998,4
33310,Lil' Keke,36,0,36,36,Southside,5/16/1998,4
33311,The Lox,37,0,0,9,If You Think I'm Jiggy,5/16/1998,15
33312,Ghetto Mafia,38,0,40,30,I Can Feel It,5/16/1998,8
33313,Raheem,39,0,38,31,The Most Beautiful Girl,5/16/1998,4
33314,DJ Nasty Knock,40,0,32,31,Doo Doo Brown,5/16/1998,11
33315,Mr. Money Loc,41,0,45,10,Imma Rolla,5/16/1998,30
33316,MC Ren,42,1,0,42,Ruthless For Life,5/16/1998,1
33317,D'Meka,43,0,42,29,A Real Lady (Sometimes I'm A B!tch),5/16/1998,8
33318,Nadanuf,44,0,28,21,6 A.M. (We Be Rollin'),5/16/1998,12
33319,K.P. & Envyi,45,0,41,3,Swing My Way,5/16/1998,22
33320,Mic Geronimo Featuring DMX & Black Rob,46,0,47,11,Nothin' Move But The Money,5/16/1998,14
33321,Hi-Town DJs,47,0,48,47,Ding-A-Ling,5/16/1998,2
33322,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),48,0,46,37,2 Live Party,5/16/1998,7
33323,Mos Def Featuring Q-Tip & Tash,49,0,39,29,Body Rock,5/16/1998,12
33324,Born Jamericans,50,0,50,19,Send My Love/Send One Your Love,5/16/1998,15
33325,Busta Rhymes,1,0,19,1,Turn It Up [Remix]/Fire It Up,5/9/1998,2
33326,The Lox [Featuring DMX & Lil' Kim],2,0,2,2,"Money, Power & Respect",5/9/1998,6
33327,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,3,0,4,2,Victory,5/9/1998,8
33328,Canibus,4,0,3,3,Second Round K.O.,5/9/1998,6
33329,Sylk-E. Fyne Featuring Chill,5,0,1,1,Romeo And Juliet,5/9/1998,13
33330,DMX Featuring Sheek Of The Lox,6,0,7,6,Get At Me Dog,5/9/1998,12
33331,Luke Featuring No Good But So Good,7,0,13,7,Raise The Roof,5/9/1998,7
33332,Master P Featuring Sons Of Funk,8,0,14,8,I Got The Hook Up!,5/9/1998,5
33333,Lord Tariq & Peter Gunz,9,0,5,1,Deja Vu [Uptown Baby],5/9/1998,20
33334,Timbaland & Magoo,10,0,8,8,Clock Strikes,5/9/1998,3
33335,Wyclef Jean,11,0,6,2,Gone Till November,5/9/1998,15
33336,2Pac Featuring Eric Williams,12,0,12,2,Do For Love,5/9/1998,8
33337,Beenie Man,13,0,15,13,Who Am I,5/9/1998,9
33338,Salt-N-Pepa,14,0,9,9,Gitty Up,5/9/1998,7
33339,Mase Featuring Total,15,0,11,3,What You Want,5/9/1998,16
33340,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",16,0,16,6,Make Em' Say Uhh!,5/9/1998,16
33341,JD Featuring Da Brat,17,0,10,6,The Party Continues,5/9/1998,12
33342,Do Or Die Featuring Johnny P & Twista,18,0,17,16,Still Po' Pimpin',5/9/1998,7
33343,Rufus Blaq,19,0,18,18,Out Of Sight (YO),5/9/1998,4
33344,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",20,0,22,12,Just Be Straight With Me,5/9/1998,9
33345,Mr. Money Loc Featuring Above The Law,21,0,21,21,Throw Yo Hood Up,5/9/1998,7
33346,Big Punisher,22,0,23,3,I'm Not A Player,5/9/1998,28
33347,Militia,23,0,24,4,Burn,5/9/1998,19
33348,LL Cool J,24,0,20,1,Father,5/9/1998,16
33349,WC From Westside Connection,25,0,31,3,Just Clownin',5/9/1998,22
33350,Jay-Z Featuring BLACKstreet,26,0,27,14,A Million And One Questions/The City Is Mine,5/9/1998,14
33351,Cardan (Featuring Jermaine Dupri),27,0,30,27,Jam On It,5/9/1998,4
33352,Nadanuf,28,0,28,21,6 A.M. (We Be Rollin'),5/9/1998,11
33353,Will Smith,29,0,26,1,Gettin' Jiggy Wit It,5/9/1998,12
33354,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),30,0,29,1,Been Around The World/IIt's All About The Benjamins,5/9/1998,23
33355,B.L.H.U.N.T.,31,1,0,31,Choke,5/9/1998,1
33356,DJ Nasty Knock,32,0,35,31,Doo Doo Brown,5/9/1998,10
33357,Darq Age,33,0,40,33,Come & Get It,5/9/1998,2
33358,Lil' Jon & The East Side Boyz Featuring Jazze Pha,34,0,32,32,Shawty Freak A Lil' Sumtin',5/9/1998,3
33359,KompoZur,35,0,41,35,Take Your Time,5/9/1998,4
33360,Lil' Keke,36,0,37,36,Southside,5/9/1998,3
33361,Busta Rhymes,37,0,25,1,Dangerous,5/9/1998,18
33362,Raheem,38,0,44,31,The Most Beautiful Girl,5/9/1998,3
33363,Mos Def Featuring Q-Tip & Tash,39,0,42,29,Body Rock,5/9/1998,11
33364,Ghetto Mafia,40,0,33,30,I Can Feel It,5/9/1998,7
33365,K.P. & Envyi,41,0,34,3,Swing My Way,5/9/1998,21
33366,D'Meka,42,0,0,29,A Real Lady (Sometimes I'm A B!tch),5/9/1998,7
33367,Mike City,43,0,39,35,Body,5/9/1998,3
33368,Queen Pen Featuring Eric Williams,44,0,38,11,All My Love,5/9/1998,10
33369,Mr. Money Loc,45,0,47,10,Imma Rolla,5/9/1998,29
33370,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),46,0,45,37,2 Live Party,5/9/1998,6
33371,Mic Geronimo Featuring DMX & Black Rob,47,0,36,11,Nothin' Move But The Money,5/9/1998,13
33372,Hi-Town DJs,48,1,0,48,Ding-A-Ling,5/9/1998,1
33373,Kingpin Skinny Pimp,49,0,48,19,Another Riot,5/9/1998,11
33374,Born Jamericans,50,0,49,19,Send My Love/Send One Your Love,5/9/1998,14
33375,Sylk-E. Fyne Featuring Chill,1,0,1,1,Romeo And Juliet,5/2/1998,12
33376,The Lox [Featuring DMX & Lil' Kim],2,0,2,2,"Money, Power & Respect",5/2/1998,5
33377,Canibus,3,0,3,3,Second Round K.O.,5/2/1998,5
33378,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,4,0,4,2,Victory,5/2/1998,7
33379,Lord Tariq & Peter Gunz,5,0,5,1,Deja Vu [Uptown Baby],5/2/1998,19
33380,Wyclef Jean,6,0,6,2,Gone Till November,5/2/1998,14
33381,DMX Featuring Sheek Of The Lox,7,0,8,7,Get At Me Dog,5/2/1998,11
33382,Timbaland & Magoo,8,0,36,8,Clock Strikes,5/2/1998,2
33383,Salt-N-Pepa,9,0,10,9,Gitty Up,5/2/1998,6
33384,JD Featuring Da Brat,10,0,9,6,The Party Continues,5/2/1998,11
33385,Mase Featuring Total,11,0,11,3,What You Want,5/2/1998,15
33386,2Pac Featuring Eric Williams,12,0,7,2,Do For Love,5/2/1998,7
33387,Luke Featuring No Good But So Good,13,0,13,12,Raise The Roof,5/2/1998,6
33388,Master P Featuring Sons Of Funk,14,0,14,14,I Got The Hook Up!,5/2/1998,4
33389,Beenie Man,15,0,15,15,Who Am I,5/2/1998,8
33390,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",16,0,12,6,Make Em' Say Uhh!,5/2/1998,15
33391,Do Or Die Featuring Johnny P & Twista,17,0,16,16,Still Po' Pimpin',5/2/1998,6
33392,Rufus Blaq,18,0,21,18,Out Of Sight (YO),5/2/1998,3
33393,Busta Rhymes,19,1,0,19,Turn It Up [Remix]/Fire It Up,5/2/1998,1
33394,LL Cool J,20,0,19,1,Father,5/2/1998,15
33395,Mr. Money Loc Featuring Above The Law,21,0,33,21,Throw Yo Hood Up,5/2/1998,6
33396,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",22,0,17,12,Just Be Straight With Me,5/2/1998,8
33397,Big Punisher,23,0,26,3,I'm Not A Player,5/2/1998,27
33398,Militia,24,0,25,4,Burn,5/2/1998,18
33399,Busta Rhymes,25,0,23,1,Dangerous,5/2/1998,17
33400,Will Smith,26,0,18,1,Gettin' Jiggy Wit It,5/2/1998,11
33401,Jay-Z Featuring BLACKstreet,27,0,20,14,A Million And One Questions/The City Is Mine,5/2/1998,13
33402,Nadanuf,28,0,32,21,6 A.M. (We Be Rollin'),5/2/1998,10
33403,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),29,0,22,1,Been Around The World/IIt's All About The Benjamins,5/2/1998,22
33404,Cardan (Featuring Jermaine Dupri),30,0,27,27,Jam On It,5/2/1998,3
33405,WC From Westside Connection,31,0,28,3,Just Clownin',5/2/1998,21
33406,Lil' Jon & The East Side Boyz Featuring Jazze Pha,32,0,37,32,Shawty Freak A Lil' Sumtin',5/2/1998,2
33407,Ghetto Mafia,33,0,41,30,I Can Feel It,5/2/1998,6
33408,K.P. & Envyi,34,0,24,3,Swing My Way,5/2/1998,20
33409,DJ Nasty Knock,35,0,48,31,Doo Doo Brown,5/2/1998,9
33410,Mic Geronimo Featuring DMX & Black Rob,36,0,34,11,Nothin' Move But The Money,5/2/1998,12
33411,Lil' Keke,37,0,38,37,Southside,5/2/1998,2
33412,Queen Pen Featuring Eric Williams,38,0,30,11,All My Love,5/2/1998,9
33413,Mike City,39,0,35,35,Body,5/2/1998,2
33414,Darq Age,40,1,0,40,Come & Get It,5/2/1998,1
33415,KompoZur,41,0,0,38,Take Your Time,5/2/1998,3
33416,Mos Def Featuring Q-Tip & Tash,42,0,29,29,Body Rock,5/2/1998,10
33417,The Lox,43,0,40,9,If You Think I'm Jiggy,5/2/1998,14
33418,Raheem,44,0,31,31,The Most Beautiful Girl,5/2/1998,2
33419,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),45,0,42,37,2 Live Party,5/2/1998,5
33420,M.A.D. Kutz,46,0,0,38,Shake Dat,5/2/1998,2
33421,Mr. Money Loc,47,0,0,10,Imma Rolla,5/2/1998,28
33422,Kingpin Skinny Pimp,48,0,43,19,Another Riot,5/2/1998,10
33423,Born Jamericans,49,0,45,19,Send My Love/Send One Your Love,5/2/1998,13
33424,Mase,50,0,44,1,Feel So Good,5/2/1998,27
33425,Sylk-E. Fyne Featuring Chill,1,0,1,1,Romeo And Juliet,4/25/1998,11
33426,The Lox [Featuring DMX & Lil' Kim],2,0,5,2,"Money, Power & Respect",4/25/1998,4
33427,Canibus,3,0,4,3,Second Round K.O.,4/25/1998,4
33428,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,4,0,2,2,Victory,4/25/1998,6
33429,Lord Tariq & Peter Gunz,5,0,3,1,Deja Vu [Uptown Baby],4/25/1998,18
33430,Wyclef Jean,6,0,6,2,Gone Till November,4/25/1998,13
33431,2Pac Featuring Eric Williams,7,0,7,2,Do For Love,4/25/1998,6
